"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
413,211,202,560,10,0,7,3,0,550,0,8,15,0,0,21,21,0,506,560,13,8,23,0,5,535,560,536,0,0,0,0,0,8,0,5,3,0,0,0,0,15,0,0,0,0,0,2,511,536,24,0,13,0,8,24,560,24,110,505,413,211,202,95.7,413,15,393,57,47,99,7,23,55,127,54,103,59,44,74.6,103,43,6,273,287,44.5,105.1,147,20,222,98613
364,213,151,364,0,0,0,0,0,364,0,0,0,0,0,0,0,0,364,364,0,0,0,0,0,364,364,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,364,0,0,0,0,0,0,364,0,0,364,364,213,151,70.9,364,0,364,0,39,102,0,51,59,142,36,113,85,28,32.9,113,77,0,213,151,58.8,70.9,0,0,334,98614
101,46,55,117,0,0,0,0,0,117,0,0,0,0,0,2,2,0,115,117,2,0,0,0,0,117,117,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,2,0,2,0,0,2,117,0,0,101,101,46,55,119.6,101,14,101,13,0,7,0,25,20,42,12,22,6,16,266.7,22,10,0,62,55,57.6,88.7,16,16,434,98616
884,429,455,1100,154,0,149,0,5,946,0,0,0,0,0,53,17,36,893,1100,17,0,0,0,185,1100,1100,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,898,202,0,17,0,0,202,1100,68,47,954,924,450,474,105.3,924,27,907,69,262,156,78,128,108,228,62,157,50,107,214,157,75,20,553,547,45,98.9,176,0,471,98617
479,263,216,609,49,0,36,13,0,560,53,0,0,0,0,9,7,2,498,609,72,0,0,4,3,552,609,587,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,530,587,22,0,19,0,0,22,609,54,71,516,484,263,221,84,484,22,459,14,58,85,13,54,39,208,114,190,101,89,88.1,190,48,28,305,304,53.9,99.7,125,9,288,98619
6062,3099,2963,7711,418,35,139,221,23,7293,175,0,53,0,0,268,268,0,6797,7711,401,91,53,0,70,7422,7711,7385,224,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,12,7096,7385,326,0,177,91,0,326,7711,745,166,6236,6109,3128,2981,95.3,6109,299,6068,706,912,538,432,759,699,2620,1404,2196,1211,985,81.3,2196,614,178,3756,3955,52.5,105.3,1602,259,3667,98620
228,109,119,228,0,0,0,0,0,228,0,9,0,0,0,3,3,0,216,228,3,9,0,0,0,219,228,225,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,216,225,3,0,3,0,0,3,228,0,0,228,228,109,119,109.2,228,0,228,51,13,0,0,0,20,164,95,144,52,92,176.9,144,20,29,109,119,68.9,109.2,0,0,104,98621
42,20,22,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,42,0,0,42,42,20,22,110,42,0,42,42,0,0,0,0,0,0,0,0,0,0,-,0,0,0,20,22,-,110,0,0,22,98623
1580,779,801,1994,169,0,111,58,0,1825,1,0,0,7,16,101,5,96,1700,1994,1,5,0,7,201,1965,1994,1809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,21,1780,1809,185,0,0,5,0,185,1994,116,29,1636,1624,823,801,97.3,1624,120,1591,425,145,205,131,125,106,554,324,489,234,255,109,489,114,51,938,1056,40.6,112.6,370,103,802,98624
5067,2592,2475,6397,334,0,294,0,40,6063,22,32,0,43,0,351,106,245,5615,6397,64,100,41,43,443,6166,6397,5955,22,17,0,0,0,32,0,0,0,0,32,0,0,0,43,0,0,43,0,134,5724,5955,442,0,24,64,27,442,6397,352,416,5566,5265,2663,2602,97.7,5265,222,5134,510,677,1083,304,486,884,1954,887,1312,660,652,98.8,1312,327,98,3106,3291,50.8,106,1132,151,2947,98625
19418,9375,10043,26579,2506,28,2070,340,68,24073,95,367,237,38,142,915,858,57,22279,26579,1093,676,386,208,819,24704,26579,25274,573,52,4,0,8,367,2,131,142,19,0,0,73,255,38,21,15,0,2,372,23669,25274,1305,9,328,229,99,1305,26579,1908,1544,20762,20187,9887,10300,104.2,20187,1337,19319,3565,3223,3484,1841,1987,2066,5335,2509,4003,1920,2083,108.5,4003,868,626,12811,13768,40.2,107.5,6392,1621,10640,98626
250,133,117,306,0,0,0,0,0,306,0,0,0,0,0,0,0,0,306,306,0,0,0,0,0,306,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,306,0,0,0,0,0,0,306,13,0,250,250,133,117,88,250,0,250,70,11,31,27,50,9,86,61,79,60,19,31.7,79,0,18,163,143,50.8,87.7,56,16,168,98628
6572,3487,3085,8872,326,0,248,70,8,8546,23,377,0,0,0,253,183,70,7893,8872,66,525,29,0,115,8394,8872,8615,44,0,4,8,0,388,31,22,10,30,57,238,0,0,0,0,0,0,0,41,8142,8615,257,0,22,132,24,257,8872,594,870,6978,6637,3509,3128,89.1,6637,421,6223,801,884,1276,569,575,618,2105,1233,1750,846,904,106.9,1750,412,105,4564,4308,42.6,94.4,2235,514,3283,98629
2802,1471,1331,3458,359,9,219,131,0,3099,10,17,0,0,28,136,75,61,2908,3458,68,24,10,7,168,3329,3458,3310,10,10,0,0,0,17,0,3,0,0,0,0,14,0,0,0,0,0,0,95,3188,3310,148,0,58,0,10,148,3458,146,263,2950,2862,1517,1345,88.7,2862,110,2701,246,355,304,178,166,334,1383,852,1194,645,549,85.1,1194,268,74,1853,1605,54.4,86.6,596,162,3289,98631
38776,20028,18748,50944,5324,106,4390,790,38,45620,552,771,495,109,76,3015,2828,187,40602,50944,2431,1435,1368,491,2300,47547,50944,46540,634,73,46,0,29,812,12,94,165,67,31,325,118,564,109,0,31,78,0,1155,43266,46540,4404,51,1529,560,549,4404,50944,3808,3438,40969,39615,20482,19133,93.4,39615,2966,37801,6612,6313,5499,2580,3177,3675,12139,5848,10011,5553,4458,80.3,10011,2839,1324,26328,24616,39.6,93.5,11329,2865,21667,98632
1389,736,653,1877,62,0,29,33,0,1815,7,29,1,0,0,77,77,0,1701,1877,8,105,1,0,46,1840,1877,1754,7,0,0,0,0,29,0,0,0,0,0,29,0,1,0,0,0,0,0,0,1717,1754,123,0,1,76,0,123,1877,72,83,1515,1489,782,707,90.4,1489,182,1464,96,245,164,65,100,189,597,333,488,209,279,133.5,488,150,5,910,967,45.1,106.3,388,193,983,98635
1168,416,752,1560,114,0,56,51,7,1446,0,23,40,0,50,50,50,0,1283,1560,60,23,40,0,118,1412,1560,1467,0,0,0,0,0,23,0,4,0,19,0,0,0,40,0,0,0,0,0,85,1319,1467,93,0,60,0,0,93,1560,95,213,1309,1209,453,756,166.9,1209,88,1028,165,190,220,82,33,87,410,233,328,168,160,95.2,328,72,23,554,1006,40.2,181.6,351,59,728,98638
940,474,466,1177,130,0,73,29,28,1047,0,33,0,12,0,46,46,0,956,1177,35,50,12,23,46,1132,1177,1085,0,0,0,0,0,33,0,6,27,0,0,0,0,0,12,0,12,0,0,0,1040,1085,92,0,18,17,0,92,1177,90,86,966,958,483,475,98.3,958,124,917,170,151,165,54,34,125,215,73,148,78,70,89.7,148,43,32,572,605,37.4,105.8,219,30,487,98639
4225,2254,1971,4694,451,16,406,18,11,4243,1,91,0,0,13,142,105,37,3996,4694,81,127,0,0,456,4251,4694,4473,12,0,0,0,0,91,0,56,15,20,0,0,0,0,0,0,0,0,0,340,4030,4473,221,0,69,36,0,221,4694,47,74,4437,4437,2338,2099,89.8,4437,82,4370,310,227,393,116,634,582,2582,1597,2168,1071,1097,102.4,2168,407,164,2518,2176,63.8,86.4,257,61,4965,98640
114,45,69,114,0,0,0,0,0,114,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,114,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,114,0,0,114,114,45,69,153.3,114,0,114,0,0,19,0,21,0,74,54,74,35,39,111.4,74,20,0,45,69,66.5,153.3,0,0,134,98641
16567,8403,8164,22934,1713,0,1084,592,37,21221,57,374,262,13,19,1140,1019,121,19356,22934,748,810,472,239,954,21493,22934,21454,233,0,0,0,0,379,81,111,62,43,42,40,0,262,13,0,4,0,9,489,20078,21454,1480,0,390,303,39,1480,22934,1828,1238,17372,16813,8582,8231,95.9,16813,790,16319,2637,2951,2859,1988,1500,1706,4990,2617,4033,2253,1780,79,4033,1061,355,11517,11417,40.4,99.1,6121,1404,8559,98642
265,125,140,414,0,0,0,0,0,414,0,9,25,0,0,77,77,0,303,414,77,9,25,0,0,380,414,337,0,0,0,0,0,9,0,9,0,0,0,0,0,25,0,0,0,0,0,0,303,337,77,0,77,0,0,77,414,75,9,274,265,125,140,112,265,0,265,48,46,37,51,25,34,91,47,75,34,41,120.6,75,28,0,193,221,35.8,114.5,149,14,256,98643
591,321,270,628,58,0,58,0,0,570,38,0,0,0,0,37,0,37,495,628,38,0,0,0,95,532,628,591,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,495,591,37,0,0,0,0,37,628,7,9,621,612,342,270,78.9,612,0,612,0,21,77,0,14,92,494,176,408,230,178,77.4,408,126,106,358,270,71.4,75.4,16,0,668,98644
1700,764,936,2137,191,0,75,0,116,1946,0,0,0,0,0,175,131,44,1771,2137,0,131,116,0,44,2137,2137,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,1846,291,0,0,131,116,291,2137,81,89,1752,1710,769,941,122.4,1710,155,1710,213,172,216,133,131,111,768,501,712,373,339,90.9,712,192,19,913,1224,50.7,134.1,427,124,838,98645
236,118,118,236,0,0,0,0,0,236,6,0,0,0,0,44,44,0,186,236,50,37,37,0,0,230,236,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,192,44,0,7,0,0,44,236,0,0,236,236,118,118,100,236,10,236,11,0,21,0,26,86,129,16,82,45,37,82.2,82,59,7,118,118,64.2,100,0,0,167,98647
2576,1265,1311,3283,167,0,151,8,8,3116,54,46,4,12,98,127,99,28,2775,3283,128,58,18,18,140,3057,3283,3154,54,0,0,0,8,46,0,30,8,5,0,3,0,4,12,0,7,5,0,110,2928,3154,129,0,67,5,14,129,3283,183,216,2731,2631,1295,1336,103.2,2631,141,2517,337,334,421,193,271,256,974,578,805,390,415,106.4,805,185,42,1649,1634,49.1,99.1,652,126,1475,98648
543,250,293,726,0,0,0,0,0,726,44,0,36,0,78,65,0,65,503,726,44,0,36,0,143,568,726,661,44,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,78,503,661,65,0,0,0,0,65,726,45,31,588,569,262,307,117.2,569,14,550,61,143,46,80,40,82,235,109,173,92,81,88,173,64,0,314,412,40.3,131.2,157,11,387,98649
984,423,561,1133,36,0,30,6,0,1097,0,9,0,0,0,96,96,0,992,1133,88,19,0,0,11,1113,1133,1037,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,11,1017,1037,96,0,86,8,0,96,1133,43,78,1012,999,425,574,135.1,999,23,932,107,114,134,41,112,46,437,286,398,177,221,124.9,398,107,5,503,630,54.4,125.2,134,37,647,98650
817,382,435,1035,34,0,24,10,0,1001,0,0,0,0,0,20,20,0,981,1035,14,6,0,0,17,1025,1035,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,998,1008,27,0,14,6,0,27,1035,0,58,882,848,413,435,105.3,848,16,834,86,124,161,83,122,114,303,101,211,105,106,101,211,109,1,474,561,52.5,118.4,187,60,503,98651
10445,5235,5210,12917,1249,35,1049,135,30,11668,198,160,368,0,61,845,803,42,10036,12917,645,668,854,265,736,11687,12917,11819,214,0,0,9,25,190,15,68,19,13,22,17,36,368,7,0,7,0,0,338,10702,11819,1098,70,76,219,159,1098,12917,463,588,11032,10752,5348,5404,101,10752,832,10540,2592,1970,1565,527,684,853,2623,1366,2105,1272,833,65.5,2105,523,216,6474,6443,38.8,99.5,2165,738,6269,98660
34368,17275,17093,49822,9815,108,8217,1310,180,40007,142,1773,1376,791,85,2601,2478,123,33239,49822,1529,2631,2920,1214,5317,41339,49822,45213,450,23,71,0,0,1837,6,213,525,160,32,228,673,1491,814,87,42,639,46,3576,37045,45213,4609,0,746,320,1076,4609,49822,3038,2913,39285,38316,19120,19196,100.4,38316,3591,36452,8389,6763,5456,3323,3869,2705,7696,4048,6355,3405,2950,86.6,6355,1664,643,25203,24619,35.2,97.7,11506,3420,21234,98661
26886,13229,13657,36573,3530,63,2781,580,106,33043,322,2077,850,246,184,1850,1682,168,27514,36573,1139,2863,1442,519,1562,31938,36573,33847,366,40,0,0,0,2077,97,308,288,62,146,483,693,898,246,87,31,108,20,710,29550,33847,2726,13,569,541,426,2726,36573,2653,2680,29356,28307,13930,14377,103.2,28307,2721,26733,5231,5291,4486,1918,2276,1982,6416,2992,5316,2841,2475,87.1,5316,1338,986,17777,18796,37.5,105.7,8266,2019,13944,98662
11587,5471,6116,15263,1932,18,1607,188,119,13331,109,270,192,280,12,1507,1435,72,10961,15263,506,883,820,518,1123,13522,15263,13439,121,12,0,4,0,270,8,69,83,5,62,43,0,197,280,48,63,169,0,826,11745,13439,1824,0,352,493,359,1824,15263,822,816,12490,12096,5710,6386,111.8,12096,596,11727,2915,2163,1688,867,1048,1263,2993,1385,2120,1149,971,84.5,2120,436,299,7057,8206,37.7,116.3,3167,965,6565,98663
16529,8687,7842,23141,3305,29,2559,640,77,19836,57,799,660,363,5,1015,886,129,16937,23141,270,1283,1176,436,984,20555,23141,21622,57,11,0,0,3,953,150,59,70,305,11,139,219,660,363,0,0,351,12,395,19194,21622,1519,4,187,276,383,1519,23141,1253,896,18131,17807,9294,8513,91.6,17807,1110,17216,3112,3176,2880,1651,1259,1480,5283,2597,4440,2562,1878,73.3,4440,1259,584,12184,10957,40,89.9,5334,1884,9391,98664
19911,9591,10320,27175,3982,39,3271,580,92,23193,112,792,740,130,15,1424,1304,120,19980,27175,670,1472,1204,300,2244,23531,27175,25188,210,0,0,0,0,792,9,297,274,18,66,73,55,740,130,66,15,11,38,1678,21638,25188,1987,0,355,460,341,1987,27175,1573,1641,22304,21454,10424,11030,105.8,21454,1961,20711,3791,3903,3726,1386,1583,1721,5302,2549,4291,2407,1884,78.3,4291,1106,636,13429,13746,39.2,102.4,5721,1599,11316,98665
48,29,19,48,0,0,0,0,0,48,0,4,0,0,0,0,0,0,44,48,0,4,0,0,0,44,48,48,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,48,0,0,0,0,0,0,48,0,4,48,48,29,19,65.5,48,0,44,3,2,23,0,4,0,12,8,12,10,2,20,12,0,4,29,19,50.3,65.5,0,0,32,98670
18330,9470,8860,23782,1795,0,1194,563,38,21987,159,457,151,0,37,816,646,170,20367,23782,598,563,375,155,799,22715,23782,22538,239,53,0,0,0,457,71,109,118,93,12,0,54,151,0,0,0,0,0,210,21481,22538,1244,0,219,70,211,1244,23782,1525,1666,19219,18589,9595,8994,93.7,18589,861,17731,3077,3160,3590,1542,1691,1648,4968,2835,3898,2122,1776,83.7,3898,675,388,12172,11610,40.8,95.4,5193,1124,9042,98671
4981,2444,2537,7062,1460,27,1373,60,0,5602,0,32,87,0,0,368,285,83,5115,7062,244,91,87,37,442,6750,7062,6528,0,0,0,0,0,32,0,4,0,28,0,0,0,87,0,0,0,0,0,193,6216,6528,534,0,222,26,0,534,7062,391,287,5956,5777,2785,2992,107.4,5777,323,5592,1035,897,1095,340,323,662,1808,996,1334,647,687,106.2,1334,280,58,3505,3557,43.4,101.5,1285,375,3111,98672
376,199,177,489,6,0,0,6,0,483,11,2,0,0,7,4,4,0,459,489,15,6,0,0,13,463,489,485,11,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,13,459,485,4,0,0,0,0,4,489,19,35,403,378,201,177,88.1,378,44,376,38,38,109,26,41,21,107,48,87,44,43,97.7,87,33,6,236,253,48,107.2,111,31,205,98673
10424,4869,5555,15426,1737,0,1435,302,0,13689,79,122,94,16,87,416,345,71,12875,15426,273,253,172,72,958,14696,15426,14484,79,0,33,0,0,122,12,9,0,21,15,65,0,98,16,16,0,0,0,377,13792,14484,942,0,194,74,36,942,15426,1549,985,11241,10787,5027,5760,114.6,10787,910,10361,1656,1798,2061,1189,854,726,2998,1526,2474,1229,1245,101.3,2474,714,234,7334,8092,35.9,110.3,4639,1224,5512,98674
5328,2353,2975,7083,245,8,172,19,46,6838,19,38,184,0,21,206,177,29,6370,7083,157,76,184,76,127,6795,7083,6812,19,0,0,0,0,38,1,0,0,8,7,22,0,184,0,0,0,0,0,33,6538,6812,271,0,85,16,0,271,7083,440,412,5538,5383,2370,3013,127.1,5383,562,5128,1037,705,964,314,407,458,1410,595,1078,477,601,126,1078,442,41,3189,3894,36.7,122.1,1700,706,2298,98675
46417,23106,23311,66229,7428,112,5675,1559,82,58801,127,4019,1212,705,520,4312,4129,183,47906,66229,1172,5584,3420,1584,4569,57022,66229,59528,221,25,14,9,12,4027,367,257,707,143,429,1091,1033,1279,705,90,47,139,429,2239,51057,59528,6701,13,674,851,1550,6701,66229,4746,4594,50782,48883,24494,24389,99.6,48883,4415,46243,9891,9969,8413,5498,3577,3810,9252,5245,7222,3734,3488,93.4,7222,1450,527,33117,33112,34.9,100,17346,4094,22940,98682
23846,12359,11487,31969,4289,9,3166,768,346,27680,114,3309,611,91,54,1953,1817,136,21548,31969,838,3968,1276,131,1705,26751,31969,29391,120,0,29,0,0,3355,174,1385,239,378,347,318,514,616,110,43,52,15,0,967,24223,29391,2578,0,649,499,595,2578,31969,1640,1662,26199,25533,13363,12170,91.1,25533,1542,24648,4274,3917,4188,2370,1993,2317,8086,3603,6700,3837,2863,74.6,6700,1806,1291,16276,15693,43.2,96.4,6436,1366,13961,98683
23957,12878,11079,34394,4224,0,3123,1055,46,30170,116,2130,546,726,94,2843,2144,699,23715,34394,1016,2923,1301,945,2904,29068,34394,30798,135,0,0,0,0,2130,111,358,365,55,216,555,470,612,726,93,36,597,0,1538,25657,30798,3596,74,727,626,489,3596,34394,2580,2297,27287,26175,13902,12273,88.3,26175,2391,24574,5198,4431,4379,2238,2198,1771,5659,3168,4879,2597,2282,87.9,4879,1298,413,17609,16785,36.1,95.3,8219,2032,12913,98684
22649,11708,10941,30199,2085,109,1493,391,92,28114,25,1417,555,18,191,1374,1108,266,24534,30199,234,2048,1101,120,1444,27647,30199,27940,25,0,0,0,0,1417,305,501,144,34,340,93,0,555,18,0,18,0,0,517,25408,27940,2259,0,160,567,497,2259,30199,2176,2099,24350,23300,12044,11256,93.5,23300,1436,22499,2540,3995,4417,1872,2563,2224,6843,3480,5540,2958,2582,87.3,5540,1457,603,15371,14828,44.2,96.5,6899,1337,11818,98685
15125,7784,7341,20547,1801,148,1288,325,40,18746,20,1023,322,171,84,960,796,164,16166,20547,338,1426,629,405,951,18416,20547,19181,96,0,0,0,0,1048,290,321,69,43,71,245,9,322,171,131,0,40,0,409,17135,19181,1366,0,206,182,177,1366,20547,1400,1217,16287,15736,8041,7695,95.7,15736,1218,15062,2027,2955,3297,1460,937,1177,4473,2347,3702,1996,1706,85.5,3702,984,371,10264,10283,41.5,100.2,4811,1157,7975,98686
29798,15373,14425,44861,15386,40,12800,2477,69,29475,282,272,280,24,45,1509,1253,256,27063,44861,1397,624,724,212,12765,34580,44861,39757,366,0,0,0,0,272,54,105,0,36,15,32,30,280,24,10,14,0,0,9260,29555,39757,5104,24,875,233,267,5104,44861,2979,2844,34194,33271,16982,16289,95.9,33271,2829,31377,6562,5449,4639,3653,2733,2949,8826,3935,7010,3955,3055,77.2,7010,1725,1350,22094,22767,35.6,103,11590,3214,17717,98801
21037,10794,10243,31480,8747,0,8371,329,47,22733,204,283,182,118,39,834,665,169,21073,31480,535,618,339,175,7829,23686,31480,29850,282,49,0,74,0,294,17,96,53,11,43,74,0,197,136,30,19,63,24,6883,22058,29850,1630,0,235,255,135,1630,31480,2331,2104,24392,23388,11761,11627,98.9,23388,1855,22231,3648,4027,3573,2494,2088,1726,6920,3326,5789,3113,2676,86,5789,1565,898,15543,15937,38,102.5,8092,1845,12223,98802
120,60,60,120,0,0,0,0,0,120,0,56,0,0,0,0,0,0,64,120,0,56,0,0,0,64,120,120,0,0,0,0,0,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,64,120,0,0,0,0,0,0,120,0,7,120,120,60,60,100,120,7,113,0,31,42,0,0,16,17,17,17,0,17,-,17,0,0,60,60,51.5,100,0,0,45,98811
2551,1287,1264,5403,3472,0,3314,128,30,1931,46,11,21,0,15,213,192,21,1625,5403,225,56,21,22,2711,2981,5403,4825,46,0,0,0,0,11,0,0,11,0,0,0,0,21,0,0,0,0,0,2325,2422,4825,578,0,166,4,0,578,5403,389,368,3837,3685,1812,1873,103.4,3685,475,3481,892,504,522,583,390,222,711,355,566,295,271,91.9,566,202,9,2499,2904,28.3,116.2,1718,492,1966,98812
605,321,284,2642,2294,0,2276,18,0,348,84,0,0,2,0,12,12,0,250,2642,125,0,4,5,2109,788,2642,2266,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1745,435,2266,376,0,5,0,0,376,2642,269,249,1768,1661,853,808,94.7,1661,134,1532,432,230,405,256,171,51,198,112,163,68,95,139.7,163,45,6,1351,1291,28,95.6,981,282,888,98813
660,349,311,690,10,0,10,0,0,680,0,15,0,0,0,26,0,26,639,690,0,15,0,0,26,675,690,664,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,649,664,26,0,0,0,0,26,690,0,42,660,660,349,311,89.1,660,41,618,49,72,80,9,87,89,281,173,200,94,106,112.8,200,27,0,366,324,56,88.5,30,21,420,98814
5200,2597,2603,7451,1409,0,1288,96,25,6042,58,56,0,0,0,96,88,8,5832,7451,115,140,61,28,885,6648,7451,7084,58,0,0,0,0,56,0,0,21,23,3,0,9,0,0,0,0,0,0,626,6344,7084,367,0,16,64,0,367,7451,612,437,5821,5695,2796,2899,103.7,5695,296,5551,669,1019,958,506,419,804,1939,795,1386,616,770,125,1386,432,159,3600,3851,44.2,107,1756,345,2868,98815
